run_id,seed,env,n_nodes,topology,strategy,optimizer,lr,constraint,schedule,gamma,radius,dim,cond,steps,final_mean_loss,final_suboptimality,final_consensus_error,final_dist_to_opt
run_0038,0,gossip,5,complete,gossip_then_local,fw,0.1,l2ball,constant,0.2,1.0,10,,30,0.6209086114150945,,0.16877105684158164,
run_0039,1,gossip,5,complete,gossip_then_local,fw,0.1,l2ball,constant,0.2,1.0,10,,30,0.6017685140298632,,0.16289912890683084,
run_0040,0,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,harmonic,0.2,1.0,10,,30,0.6344729740778092,,0.021375589465610523,
run_0041,1,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,harmonic,0.2,1.0,10,,30,0.6177873546202253,,0.018731035384360124,
run_0042,0,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,harmonic,0.2,1.0,10,,30,0.627750692533805,,0.016745211022094197,
run_0043,1,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,harmonic,0.2,1.0,10,,30,0.6103395714827503,,0.01779004583934311,
run_0044,0,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,constant,0.2,1.0,10,,30,0.6344729740778092,,0.021375589465610523,
run_0045,1,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,constant,0.2,1.0,10,,30,0.6177873546202253,,0.018731035384360124,
run_0046,0,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,constant,0.2,1.0,10,,30,0.627750692533805,,0.016745211022094197,
run_0047,1,gossip,5,complete,gradient_tracking,fw,0.1,l2ball,constant,0.2,1.0,10,,30,0.6103395714827503,,0.01779004583934311,
run_0048,0,gossip,5,ring,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6341033512579026,,0.00882036047170151,
run_0049,1,gossip,5,ring,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6172040024893294,,0.008331299612905404,
run_0050,0,gossip,5,ring,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6278861089288112,,0.009210722466185341,
run_0051,1,gossip,5,ring,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6086567786209205,,0.010649758310303821,
run_0052,0,gossip,5,ring,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6335925865056812,,0.01916158068717527,
run_0053,1,gossip,5,ring,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6168573888344646,,0.017541405530320228,
run_0054,0,gossip,5,ring,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6273338431808924,,0.018985869771992125,
run_0055,1,gossip,5,ring,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6079635675077989,,0.021354689844671985,
run_0056,0,gossip,5,ring,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6344502594261379,,0.021688198987861194,
run_0057,1,gossip,5,ring,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6177081135920395,,0.020481628896165345,
run_0058,0,gossip,5,ring,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6276390182554584,,0.01893699097350122,
run_0059,1,gossip,5,ring,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.609948952947071,,0.016173803212356265,
run_0060,0,gossip,5,complete,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.634427675105085,,2.665557436679167e-17,
run_0061,1,gossip,5,complete,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6174739336333388,,3.736321307236524e-17,
run_0062,0,gossip,5,complete,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6282839477881819,,2.6876556904116217e-17,
run_0063,1,gossip,5,complete,local_then_gossip,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6090925698388208,,4.659001086782197e-17,
run_0064,0,gossip,5,complete,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.633946338151377,,0.0157148969638096,
run_0065,1,gossip,5,complete,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6170163396654963,,0.013230804852768462,
run_0066,0,gossip,5,complete,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.627755807726856,,0.01375176709227951,
run_0067,1,gossip,5,complete,gossip_then_local,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6082908504694998,,0.01633919150187029,
run_0068,0,gossip,5,complete,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6344729740778092,,0.021375589465610523,
run_0069,1,gossip,5,complete,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6177873546202253,,0.018731035384360124,
run_0070,0,gossip,5,complete,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.627750692533805,,0.016745211022094197,
run_0071,1,gossip,5,complete,gradient_tracking,pgd,0.1,l2ball,na,0.2,1.0,10,,30,0.6103395714827503,,0.01779004583934311,
run_0072,0,gossip,5,ring,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6341033512579026,,0.00882036047170151,
run_0073,1,gossip,5,ring,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6172040024893294,,0.008331299612905404,
run_0074,0,gossip,5,ring,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6278861089288112,,0.009210722466185341,
run_0075,1,gossip,5,ring,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6086567786209205,,0.010649758310303821,
run_0076,0,gossip,5,ring,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6335925865056812,,0.01916158068717527,
run_0077,1,gossip,5,ring,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6168573888344646,,0.017541405530320228,
run_0078,0,gossip,5,ring,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6273338431808924,,0.018985869771992125,
run_0079,1,gossip,5,ring,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6079635675077989,,0.021354689844671985,
run_0080,0,gossip,5,ring,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6344502594261379,,0.021688198987861194,
run_0081,1,gossip,5,ring,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6177081135920395,,0.020481628896165345,
run_0082,0,gossip,5,ring,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6276390182554584,,0.01893699097350122,
run_0083,1,gossip,5,ring,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.609948952947071,,0.016173803212356265,
run_0084,0,gossip,5,complete,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.634427675105085,,2.665557436679167e-17,
run_0085,1,gossip,5,complete,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6174739336333388,,3.736321307236524e-17,
run_0086,0,gossip,5,complete,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6282839477881819,,2.6876556904116217e-17,
run_0087,1,gossip,5,complete,local_then_gossip,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6090925698388208,,4.659001086782197e-17,
run_0088,0,gossip,5,complete,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.633946338151377,,0.0157148969638096,
run_0089,1,gossip,5,complete,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6170163396654963,,0.013230804852768462,
run_0090,0,gossip,5,complete,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.627755807726856,,0.01375176709227951,
run_0091,1,gossip,5,complete,gossip_then_local,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6082908504694998,,0.01633919150187029,
run_0092,0,gossip,5,complete,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6344729740778092,,0.021375589465610523,
run_0093,1,gossip,5,complete,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6177873546202253,,0.018731035384360124,
run_0094,0,gossip,5,complete,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.627750692533805,,0.016745211022094197,
run_0095,1,gossip,5,complete,gradient_tracking,gd,0.1,l2ball,na,0.2,1.0,10,,30,0.6103395714827503,,0.01779004583934311,
